AGCHM_ENG_NM,LIVESTCK_PISN_RATG_ENG,ECOLGY_PISN_RATG_ENG,livestock_level,ecology_level,SMILES,REFINE_WGS84_LAT,REFINE_WGS84_LOGT,is_valid,PURPOS_NM,DEASEINS_DTLS,CROPS_DTLS
fluquinconazole+prochloraz manganese complex,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC2=C(C=C1F)C(=O)N(C(=N2)N3C=NC=N3)C4=C(C=C(C=C4)Cl)Cl.[SMILES_NOT_FOUND: prochloraz manganese complex],37.303252115,126.7681510928,False,살균제,검은별무늬병,배
azimsulfuron+bensulfuron-methyl+mefenacet,Low Toxicity (IV),Rank III,0.01,0.0625,CN1C(=C(C=N1)C2=NN(N=N2)C)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피,물달개비,자귀풀,알방동사니,여뀌바늘,밭뚝외풀) 및 다년생잡초(벗풀,올방개,너도방동사니,올챙이고랭이)",기계이앙벼(어린모)
phthalide+validamycin-a,Low Toxicity (IV),Rank III,0.01,0.0625,C1C2=CC=CC=C2C(=O)O1.C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO,37.3834691837,127.1226706167,True,살균제,잎도열병(ULV),벼
prochloraz,Avg Toxicity (III),Rank II,0.1,0.25,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,37.3834691837,127.1226706167,True,살균제,종자소독,도라지
tricyclazole+carbosulfan,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C2C(=CC=C1)SC3=NN=CN23.CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,37.3834773323,127.1227388669,True,살균.살충제,벼잎물가파리,벼
abamectin,Avg Toxicity (III),Rank I,0.1,1.0,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C.CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C(C)C)C)O,37.2821296811,127.1146621495,True,살충제,점박이응애,대추
carfentrazone-ethyl+flucetosulfuron,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CC(C(C1=C(C=CC=N1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC)OC(=O)COC)F,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,여뀌바늘,가막사리,알방동사니,마디꽃,사마귀풀) 및 다년생잡초(올챙이고랭이,올방개,너도방동사니,벗풀)",기계이앙벼(어린모)
Gibberellic acid+Prohydrojasmon,Low Toxicity (IV),Rank III,0.01,0.0625,CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O.CCCCCC1C(CCC1=O)CC(=O)OCCC,37.3834773323,127.1227388669,True,생장조정제,과실비대 촉진,배(신고 및 장십랑)
Ampelomyces quisqualis AQ94013,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Ampelomyces quisqualis AQ94013],37.7352172089,126.7776860876,False,살균제,흰가루병,딸기
fenoxanil+phthalide,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)C(C)(C#N)NC(=O)C(C)OC1=C(C=C(C=C1)Cl)Cl.C1C2=CC=CC=C2C(=O)O1,37.3834691837,127.1226706167,True,살균제,이삭마름병,벼
hymexazol+metalaxyl-m,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=CC(=O)NO1.CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.303252115,126.7681510928,True,살균제,피티움마름병,잔디
carfentrazone-ethyl+pyrazosulfuron-ethyl+pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,37.303252115,126.7681510928,True,제초제,"일년생잡초(피,물달개비,사마귀풀,마디꽃,여뀌바늘,밭뚝외풀,알방동사니) 및 다년생잡초(올방개,너도방동사니,올챙이고랭이,벗풀)",담수직파벼(표면산파)
Hymexazol+metalaxyl-m,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=CC(=O)NO1.CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.303252115,126.7681510928,True,살균제,잘록병(육묘상),벼
carbendazim+metalaxyl-m,Low Toxicity (IV),Rank III,0.01,0.0625,COC(=O)NC1=NC2=CC=CC=C2N1.CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.303252115,126.7681510928,True,살균제,노균병,양파
acephate,Low Toxicity (IV),Rank III,0.01,0.0625,CC(=O)NP(=O)(OC)SC,37.2563658009,127.1651202242,True,살충제,솔잎혹파리,소나무
Tebuconazole,Low Toxicity (IV),Rank II,0.01,0.25,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,37.3834773323,127.1227388669,True,살균제,파밤나방,파
pyraclostrobin,Low Toxicity (IV),Rank I,0.01,1.0,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,37.3834691837,127.1226706167,True,살균제,역병,고추(단고추류포함)
triflumizole,Low Toxicity (IV),Rank II,0.01,0.25,CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,37.3834773323,127.1227388669,True,살균제,잿빛무늬병,복숭아
sethoxydim,Low Toxicity (IV),Rank II,0.01,0.25,CCCC(=NOCC)C1=C(CC(CC1=O)CC(C)SCC)O,37.3834773323,127.1227388669,True,제초제,일년생잡초(화본과),배추
iprodione,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,37.3834773323,127.1227388669,True,살균제,점무늬병,마(산약)
Captan,Low Toxicity (IV),Rank I,0.01,1.0,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,37.256410123,127.1650450434,True,살균제,탄저병,대추
Hymexazol,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=CC(=O)NO1,37.3834691837,127.1226706167,True,살균제,피티움마름병,잔디
Chlorothalonil,Low Toxicity (IV),Rank I,0.01,1.0,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,37.2563658009,127.1651202242,True,살균제,탄저병,사과
glufosinate-ammonium,Avg Toxicity (III),Rank III,0.1,0.0625,CP(=O)(CCC(C(=O)[O-])N)O.[NH4+],37.3834691837,127.1226706167,True,제초제,일년생잡초 및 다년생잡초,밤
spinosad,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: spinosad],37.3834691837,127.1226706167,False,살충제,아메리카잎굴파리,오이
carfentrazone-ethyl+Glyphosate-isopropylamine,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.[SMILES_NOT_FOUND: Glyphosate-isopropylamine],37.3834691837,127.1226706167,False,제초제,일년생 및 다년생 잡초,사과
Oxytetracycline calcium alkeyltrimethylammonium,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Oxytetracycline calcium alkeyltrimethylammonium],,,False,살균제,세균모무늬병,오이
cyclosulfamuron+mefenacet,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,자귀풀,알방동사니,여뀌바늘,밭뚝외풀) 및 다년생잡초(벗풀,올방개,너도방동사니,올챙이고랭이)",기계이앙벼(어린모)
paenibacillus polymyxa ac-1,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: paenibacillus polymyxa ac-1],37.7353191673,126.7775690513,False,살균제,역병,고추(단고추류포함)
b.t. subsp. aizawai gb 413,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: b.t. subsp. aizawai gb 413],37.7353191673,126.7775690513,False,살충제,마좀나방,마(산약)
kresoxim-methyl,Low Toxicity (IV),Rank I,0.01,1.0,CC1=CC=CC=C1OCC2=CC=CC=C2C(=NOC)C(=O)OC,37.3834773323,127.1227388669,True,살균제,탄저병,복분자
copper oxychloride+metalaxyl-m,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: copper oxychloride].CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,,,False,살균제,흰녹가루병,갓
chlorothalonil+pyrimethanil,Low Toxicity (IV),Rank I,0.01,1.0,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl.CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,37.3038691408,126.7673552476,True,살균제,점무늬낙엽병,사과
oxaziclomefone+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C(C(=O)N(CO1)C(C)(C)C2=CC(=CC(=C2)Cl)Cl)C3=CC=CC=C3.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,사마귀풀,가막사리) 및 다년생잡초(올방개,올챙이고랭이,벗풀,가래,너도방동사니)",기계이앙벼(어린모)
carfentrazone-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,37.3834691837,127.1226706167,True,제초제,일년생잡초,잔디
methyl bromide,High Toxicity (II),Rank III,1.0,0.0625,CBr,37.371619638,127.1071666893,True,살충제,검역해충,묘목류
Aviglycine(aminoethoxyvinylglycine),Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Aviglycine(aminoethoxyvinylglycine)],37.3834691837,127.1226706167,False,생장조정제,수확기 낙과방지,복숭아(미백도)
Carbendazim+Iprodione,Avg Toxicity (III),Rank III,0.1,0.0625,COC(=O)NC1=NC2=CC=CC=C2N1.CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,37.271514104,126.9793536558,True,살균제,깨씨무늬병,벼
Validamycin A,Low Toxicity (IV),Rank III,0.01,0.0625,C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO,37.3834773323,127.1227388669,True,살균제,소나무재선충,소나무
carbosulfan,Low Toxicity (IV),Rank III,0.01,0.0625,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,37.3834691837,127.1226706167,True,살충제,벼줄기굴파리(육묘상),벼
probenazole,Low Toxicity (IV),Rank III,0.01,0.0625,C=CCOC1=NS(=O)(=O)C2=CC=CC=C21,37.3834691837,127.1226706167,True,살균제,세균점무늬병,고추(단고추류포함)
B.T. subsp. Kurstaki,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: B.T. subsp. Kurstaki],37.3834691837,127.1226706167,False,살충제,파좀나방,부추
butachlor,Low Toxicity (IV),Rank I,0.01,1.0,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,37.3834691837,127.1226706167,True,제초제,일년생잡초,밀(답리작추파)
butachlor,Low Toxicity (IV),Rank II,0.01,0.25,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,37.3834691837,127.1226706167,True,제초제,"일년생잡초(물달개비,밭뚝외풀,사마귀풀,여뀌바늘,피)",기계이앙벼(어린모)
Needs(polynaphthyl methane sulfonic(PMSAADA))+Polyoxyethylene fatty acid ester(PFAE),Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Needs(polynaphthyl methane sulfonic(PMSAADA))].[SMILES_NOT_FOUND: Polyoxyethylene fatty acid ester(PFAE)],37.3834773323,127.1227388669,False,기타,전착효과(점무늬낙엽병),사과
hydrogen cyanide,Unclassified,Exempt,0.0,0.0,C#N,37.3371133339,126.7239447676,True,살충제,목화진딧물,백합
fentrazamide+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834773323,127.1227388669,True,제초제,목도열병(무인헬기),벼
fenhexamid,Low Toxicity (IV),Rank III,0.01,0.0625,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,37.3834691837,127.1226706167,True,살균제,잿빛곰팡이병,토마토
Milbemectin(A3+A4),Low Toxicity (IV),Rank I,0.01,1.0,[SMILES_NOT_FOUND: Milbemectin(A3].[SMILES_NOT_FOUND: A4)],37.3038691408,126.7673552476,False,살충제,점박이응애,사과
bentazone-sodium+fenoxaprop-p-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)N1C(=O)C2=CC=CC=C2[N-]S1(=O)=O.[Na+].CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,37.3038691408,126.7673552476,True,제초제,"일년생잡초(피,바랭이,개기장,여뀌바늘,방동산이)및 다년생잡초(올챙이고랭이,너도방동산이,올방개)",건답직파벼
thifensulfuron-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,37.3834773323,127.1227388669,True,제초제,일년생잡초,보리
b.t. subsp. aizawai,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: b.t. subsp. aizawai],37.3834773323,127.1227388669,False,살충제,파밤나방,비름
dimethomorph+dithianon,Low Toxicity (IV),Rank I,0.01,1.0,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC.C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N,37.3834773323,127.1227388669,True,살균제,탄저병,고추
dimethoate,Avg Toxicity (III),Rank III,0.1,0.0625,CNC(=O)CSP(=S)(OC)OC,37.3834773323,127.1227388669,True,살충제,뿌리응애,마늘
napropamide,Low Toxicity (IV),Rank III,0.01,0.0625,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,37.3834773323,127.1227388669,True,제초제,일년생잡초,더덕
Phorate,Avg Toxicity (III),Rank I,0.1,1.0,CCOP(=S)(OCC)SCSCC,37.3834773323,127.1227388669,True,살충제,거세미나방,감자
hexaconazole,Low Toxicity (IV),Rank III,0.01,0.0625,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,37.3834773323,127.1227388669,True,살균제,일년생잡초,진주조(청예사료)
terbufos,Avg Toxicity (III),Rank I,0.1,1.0,CCOP(=S)(OCC)SCSC(C)(C)C,37.3834773323,127.1227388669,True,살충제,굼벵이(큰검정풍뎅이),땅콩
alachlor,Low Toxicity (IV),Rank II,0.01,0.25,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,37.3038691408,126.7673552476,True,제초제,일년생잡초,옥수수
metiram,Low Toxicity (IV),Rank III,0.01,0.0625,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],37.3038691408,126.7673552476,True,살균제,탄저병,홍화
bitertanol,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,37.3834691837,127.1226706167,True,살균제,겹무늬썩음병,사과
daimuron+mefenacet+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=CC=C(C=C1)NC(=O)NC(C)(C)C2=CC=CC=C2.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834773323,127.1227388669,True,제초제,흰가루병,고추(단고추류포함)
lufenuron,Low Toxicity (IV),Rank I,0.01,1.0,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,37.4338041322,127.1700933423,True,살충제,귤응애,감귤
polyoxin d,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: polyoxin d],37.3834773323,127.1227388669,False,살균제,부란병,사과
Procymidone,Low Toxicity (IV),Rank III,0.01,0.0625,CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,37.2563658009,127.1651202242,True,살균제,잿빛곰팡이병,거베라
fenoxaprop-p-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,,,True,제초제,일년생잡초(화본과),양파
copper sulfate basic,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: copper sulfate basic],37.3834773323,127.1227388669,False,살균제,깍지벌레,감귤
metolachlor+pendimethalin,Low Toxicity (IV),Rank II,0.01,0.25,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C.CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],37.3834773323,127.1227388669,True,제초제,일년생잡초,양파밭
metolachlor+pendimethalin,Low Toxicity (IV),Rank III,0.01,0.0625,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C.CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],37.3834773323,127.1227388669,True,제초제,일년생잡초,한국잔디
Gibberellin A4+7+6-Benzyl aminopurine,Low Toxicity (IV),Rank III,0.01,0.0625,CC12C(CCC3(C1C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O)O.[SMILES_NOT_FOUND: 7].[SMILES_NOT_FOUND: 6-Benzyl aminopurine],37.3834773323,127.1227388669,False,생장조정제,과실비대 촉진,배
carbendazim+polyoxin d,Low Toxicity (IV),Rank III,0.01,0.0625,COC(=O)NC1=NC2=CC=CC=C2N1.[SMILES_NOT_FOUND: polyoxin d],37.3834773323,127.1227388669,False,살균제,탄저병,고추
prodiamine,Low Toxicity (IV),Rank III,0.01,0.0625,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],,,True,제초제,일년생잡초,콩
pyrazosulfuron-ethyl+thiobencarb,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,37.303252115,126.7681510928,True,제초제,"일년생잡초(물달개비,방동사니,피,사마귀풀,여뀌바늘) 및 다년생잡초(너도방동사니,벗풀,올미,올방개,올챙이고랭이)",기계이앙벼(어린모)
fipronil,Low Toxicity (IV),Rank II,0.01,0.25,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,37.4338041322,127.1700933423,True,살충제,방아벌레,감자
iminoctadine triacetate,Avg Toxicity (III),Rank III,0.1,0.0625,CC(=O)O.CC(=O)O.CC(=O)O.C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N,37.3834691837,127.1226706167,True,살균제,갈색둥근무늬병,다정큼나무
flufenoxuron,Avg Toxicity (III),Rank II,0.1,0.25,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,,,True,살충제,점박이응애,들깨
carbofuran,Avg Toxicity (III),Rank II,0.1,0.25,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,37.3834691837,127.1226706167,True,살충제,조명나방(제1화기),옥수수
benomyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,37.3834691837,127.1226706167,True,살균제,더뎅이병,감귤
chlorpyrifos+Alpha-cypermethrin,Avg Toxicity (III),Rank I,0.1,1.0,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl.CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,,True,살충제,복숭아심식나방,사과
procymidone,Low Toxicity (IV),Rank III,0.01,0.0625,CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,37.3834773323,127.1227388669,True,살균제,덩굴마름병,수박
buprofezin+fenobucarb,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2.CCC(C)C1=CC=CC=C1OC(=O)NC,37.3834773323,127.1227388669,True,살충제,벼멸구,벼
diazinon,Low Toxicity (IV),Rank III,0.01,0.0625,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,37.3834773323,127.1227388669,True,살충제,솔잎혹파리,소나무
polyoxin d+thiophanate-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: polyoxin d].COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,37.3834773323,127.1227388669,False,살균제,둥근무늬낙엽병,단감
iprobenfos,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,37.3834773323,127.1227388669,True,살균제,이삭도열병,벼
diazinon+etofenprox,Low Toxicity (IV),Rank II,0.01,0.25,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C.CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,,,True,살충제,장님노린재,포도
metolachlor,Low Toxicity (IV),Rank III,0.01,0.0625,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,37.3834691837,127.1226706167,True,제초제,일년생잡초,감자
copper oxychloride+metalaxyl,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: copper oxychloride].CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.3834691837,127.1226706167,False,살균제,역병,거베라
mancozeb+metalaxyl,Low Toxicity (IV),Rank III,0.01,0.0625,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2].CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.3834691837,127.1226706167,True,살균제,역병,감자
metalaxyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.3834691837,127.1226706167,True,살균제,노균병,호프
propineb,Low Toxicity (IV),Rank III,0.01,0.0625,CC(CNC(=S)[S-])NC(=S)[S-].[Zn+2],,,True,살균제,생장촉진,콩나물
hymexazol,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=CC(=O)NO1,,,True,살균제,피티움마름병,잔디
cartap hydrochloride,Avg Toxicity (III),Rank II,0.1,0.25,CN(C)C(CSC(=O)N)CSC(=O)N.Cl,,,True,살충제,감꼭지나방,감
Tricyclazole,Avg Toxicity (III),Rank III,0.1,0.0625,CC1=C2C(=CC=C1)SC3=NN=CN23,37.256410123,127.1650450434,True,살균제,잎도열병(ULV),벼
tricyclazole,Avg Toxicity (III),Rank III,0.1,0.0625,CC1=C2C(=CC=C1)SC3=NN=CN23,37.3834691837,127.1226706167,True,살균제,목도열병,벼
azocyclotin,Low Toxicity (IV),Rank I,0.01,1.0,C1CCC(CC1)[Sn](C2CCCCC2)(C3CCCCC3)N4C=NC=N4,37.3834691837,127.1226706167,True,살충제,차응애,갯기름나물(식방풍)
Oxytetracycline calcium alkeyltrimethylammonium+Streptomycin(sulfate salt),Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Oxytetracycline calcium alkeyltrimethylammonium].[SMILES_NOT_FOUND: Streptomycin(sulfate salt)],37.3038691408,126.7673552476,False,살균제,불마름병,콩
Gibberellic acid,Low Toxicity (IV),Rank III,0.01,0.0625,CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O,37.3834691837,127.1226706167,True,생장조정제,무종자화,포도(샤인머스캣)
streptomycin,Low Toxicity (IV),Rank III,0.01,0.0625,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,37.3834773323,127.1227388669,True,살균제,궤양병,감귤
Thiophanate-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,37.256410123,127.1650450434,True,살균제,둥근무늬낙엽병,감(단감포함)
oxine-copper,Low Toxicity (IV),Rank I,0.01,1.0,C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.[Cu],37.3834691837,127.1226706167,True,살균제,시들음병,참깨
chlorothalonil,Low Toxicity (IV),Rank I,0.01,1.0,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,,,True,살균제,노균병,오이
Isoprothiolane,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C,37.3834773323,127.1227388669,True,살균제,벼물바구미,벼
Alpha-cypermethrin,Avg Toxicity (III),Rank I,0.1,1.0,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,,True,살충제,진딧물(목화진딧물),앤디브
alachlor,Low Toxicity (IV),Rank III,0.01,0.0625,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,37.3834691837,127.1226706167,True,제초제,일년생잡초,고구마
carbendazim,Low Toxicity (IV),Rank I,0.01,1.0,COC(=O)NC1=NC2=CC=CC=C2N1,37.3834691837,127.1226706167,True,살균제,겹무늬썩음병,사과
copper hydroxide,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: copper hydroxide],37.3834691837,127.1226706167,False,살균제,겹둥근무늬병,토마토
mecoprop,Avg Toxicity (III),Rank III,0.1,0.0625,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,37.3834773323,127.1227388669,True,제초제,광엽잡초,감귤/들묵새초생재배지
phoxim,Low Toxicity (IV),Rank III,0.01,0.0625,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1,37.3834773323,127.1227388669,True,살충제,거세미나방,고추
